player,team,matches,format,runs,balls_x,fours,sixes,outs,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary_x,balls_y,runs_conceded,wickets,dot_balls,fours_conceded,sixes_conceded,overs,economy,bowling_average,bowling_strike_rate,dot_ball_percent,boundary_runs_conceded,boundary_percent_conceded,balls_per_boundary_y,strengths,weaknesses
P Abhijit,Seychelles,3,T20I,5.0,9.0,1.0,0.0,2.0,2.5,55.56,4.0,80.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
SM Harwood,Australia,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,115.0,3.0,24.0,15.0,2.0,12.5,9.2,38.33,25.0,32.0,72.0,62.61,4.41,Developing Player,Expensive Bowler
MA Aponso,Sri Lanka,3,T20I,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,79.0,4.0,21.0,11.0,1.0,10.0,7.9,19.75,15.0,35.0,50.0,63.29,5.0,Developing Player,No Major Weakness Detected
G Riley,Gambia,3,T20I,5.0,23.0,0.0,0.0,3.0,1.67,21.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
S Hongsi,Thailand,3,T20I,27.0,16.0,3.0,1.0,0.0,0.0,168.75,18.0,66.67,4.0,20.0,35.0,1.0,5.0,2.0,2.0,3.3,10.61,35.0,20.0,25.0,20.0,57.14,5.0,"Aggressive Batter, Boundary Hitter",Expensive Bowler
Faisal Safi,France,3,T20I,50.0,50.0,10.0,0.0,3.0,16.67,100.0,40.0,80.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
L Smith,France,3,T20I,16.0,25.0,2.0,0.0,3.0,5.33,64.0,8.0,50.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
EN Gay,Italy,3,T20I,64.0,30.0,9.0,2.0,3.0,21.33,213.33,48.0,75.0,2.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
G Kaltongga,Vanuatu,3,T20I,10.0,12.0,1.0,0.0,2.0,5.0,83.33,4.0,40.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
CC Blake,Vanuatu,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,50.0,1.0,25.0,5.0,1.0,8.7,5.75,50.0,52.0,48.08,26.0,52.0,8.67,"Economical Bowler, Creates Pressure",No Major Weakness Detected
W Dlamini,Eswatini,3,T20I,6.0,12.0,0.0,0.0,2.0,3.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
JWM Dalrymple,England,3,T20I,60.0,60.0,6.0,0.0,3.0,20.0,100.0,24.0,40.0,10.0,32.0,40.0,2.0,13.0,5.0,1.0,5.3,7.55,20.0,16.0,40.62,26.0,65.0,5.33,Creates Pressure,No Major Weakness Detected
Mohammad Yousuf,Pakistan,3,T20I,50.0,44.0,5.0,1.0,3.0,16.67,113.64,26.0,52.0,7.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
O Touray,Gambia,3,T20I,6.0,8.0,0.0,0.0,1.0,6.0,75.0,0.0,0.0,0.0,18.0,46.0,1.0,3.0,1.0,5.0,3.0,15.33,46.0,18.0,16.67,34.0,73.91,3.0,Developing Player,Expensive Bowler
JL de Mey,Netherlands,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,67.0,1.0,15.0,2.0,5.0,7.3,9.18,67.0,44.0,34.09,38.0,56.72,6.29,Developing Player,Expensive Bowler
P Ayoleyine,Ghana,3,T20I,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Naved-ul-Hasan,Pakistan,3,T20I,1.0,9.0,0.0,0.0,1.0,1.0,11.11,0.0,0.0,0.0,69.0,73.0,5.0,25.0,4.0,1.0,11.5,6.35,14.6,13.8,36.23,22.0,30.14,13.8,Economical Bowler,No Major Weakness Detected
SG Whittingham,Scotland,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,79.0,3.0,22.0,10.0,0.0,10.7,7.38,26.33,21.33,34.38,40.0,50.63,6.4,Developing Player,No Major Weakness Detected
DR Tuffey,New Zealand,3,T20I,5.0,5.0,1.0,0.0,1.0,5.0,100.0,4.0,80.0,5.0,61.0,95.0,3.0,23.0,9.0,5.0,10.2,9.31,31.67,20.33,37.7,66.0,69.47,4.36,Boundary Hitter,Expensive Bowler
JAH Marshall,New Zealand,3,T20I,14.0,15.0,2.0,0.0,2.0,7.0,93.33,8.0,57.14,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
Arshad Iqbal,Pakistan,3,T20I,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,57.0,53.0,4.0,27.0,4.0,2.0,9.5,5.58,13.25,14.25,47.37,28.0,52.83,9.5,"Economical Bowler, Creates Pressure",No Major Weakness Detected
MP Yadav,India,3,T20I,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,77.0,87.0,4.0,34.0,8.0,3.0,12.8,6.8,21.75,19.25,44.16,50.0,57.47,7.0,"Economical Bowler, Creates Pressure",No Major Weakness Detected
C Malaya,Malawi,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Shafraz Jaleel,Maldives,3,T20I,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
R Mahajan,Philippines,3,T20I,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,61.0,94.0,2.0,11.0,6.0,3.0,10.2,9.22,47.0,30.5,18.03,42.0,44.68,6.78,Developing Player,Expensive Bowler
N Mokoena,South Africa,3,T20I,26.0,21.0,1.0,3.0,1.0,26.0,123.81,22.0,84.62,5.25,67.0,79.0,3.0,24.0,7.0,1.0,11.2,7.05,26.33,22.33,35.82,34.0,43.04,8.38,Boundary Hitter,No Major Weakness Detected
ZK Shem,Vanuatu,3,T20I,1.0,3.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,35.0,61.0,1.0,7.0,3.0,3.0,5.8,10.52,61.0,35.0,20.0,30.0,49.18,5.83,Developing Player,Expensive Bowler
K Kekez,Croatia,3,T20I,8.0,20.0,1.0,0.0,2.0,4.0,40.0,4.0,50.0,20.0,13.0,29.0,0.0,2.0,2.0,2.0,2.2,13.18,0.0,0.0,15.38,20.0,68.97,3.25,Developing Player,Expensive Bowler
MD du Preez,Namibia,3,T20I,62.0,59.0,5.0,1.0,0.0,0.0,105.08,26.0,41.94,9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
ST Doheny,Ireland,3,T20I,19.0,21.0,2.0,0.0,3.0,6.33,90.48,8.0,42.11,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
HJH Marshall,New Zealand,3,T20I,12.0,14.0,0.0,0.0,3.0,4.0,85.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Amir Hamza,Spain,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.0,1.0,7.0,0.0,2.0,2.3,7.39,17.0,14.0,50.0,12.0,70.59,7.0,Creates Pressure,No Major Weakness Detected
Zeeshan Abbas,Bahrain,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,45.0,1.0,5.0,3.0,1.0,5.3,8.49,45.0,32.0,15.62,18.0,40.0,8.0,Developing Player,No Major Weakness Detected
ME Trescothick,England,3,T20I,166.0,135.0,23.0,1.0,3.0,55.33,122.96,98.0,59.04,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
H Ivanov,Bulgaria,3,T20I,14.0,20.0,2.0,0.0,3.0,4.67,70.0,8.0,57.14,10.0,13.0,11.0,0.0,7.0,1.0,0.0,2.2,5.0,0.0,0.0,53.85,4.0,36.36,13.0,"Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
Kamal Raiz,Cyprus,3,T20I,5.0,10.0,0.0,0.0,1.0,5.0,50.0,0.0,0.0,0.0,61.0,50.0,4.0,33.0,3.0,1.0,10.2,4.9,12.5,15.25,54.1,18.0,36.0,15.25,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Acrey Hugo,Tanzania,3,T20I,10.0,13.0,1.0,0.0,0.0,0.0,76.92,4.0,40.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
S Saeed,Maldives,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,54.0,1.0,19.0,10.0,0.0,7.0,7.71,54.0,42.0,45.24,40.0,74.07,4.2,Creates Pressure,No Major Weakness Detected
C Wickramasinghe,Sri Lanka,3,T20I,14.0,11.0,2.0,0.0,0.0,0.0,127.27,8.0,57.14,5.5,43.0,55.0,1.0,18.0,6.0,2.0,7.2,7.64,55.0,43.0,41.86,36.0,65.45,5.38,"Boundary Hitter, Creates Pressure",No Major Weakness Detected
Mohammad Ali,Pakistan,3,T20I,1.0,1.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,44.0,87.0,1.0,19.0,10.0,6.0,7.3,11.92,87.0,44.0,43.18,76.0,87.36,2.75,Creates Pressure,Expensive Bowler
P Deol,Cyprus,3,T20I,17.0,32.0,1.0,0.0,3.0,5.67,53.12,4.0,23.53,32.0,24.0,31.0,0.0,8.0,4.0,0.0,4.0,7.75,0.0,0.0,33.33,16.0,51.61,6.0,Developing Player,No Major Weakness Detected
P Arrighi,Argentina,3,T20I,27.0,33.0,1.0,0.0,2.0,13.5,81.82,4.0,14.81,33.0,74.0,88.0,4.0,33.0,8.0,3.0,12.3,7.15,22.0,18.5,44.59,50.0,56.82,6.73,Creates Pressure,No Major Weakness Detected
T Hewa,Cayman Islands,3,T20I,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,24.0,0.0,11.0,3.0,0.0,4.2,5.71,0.0,0.0,44.0,12.0,50.0,8.33,"Economical Bowler, Creates Pressure",No Major Weakness Detected
VS Solanki,England,3,T20I,76.0,61.0,10.0,1.0,3.0,25.33,124.59,46.0,60.53,5.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
SM Katich,Australia,3,T20I,69.0,48.0,8.0,2.0,2.0,34.5,143.75,44.0,63.77,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
VC Ahir,Panama,3,T20I,27.0,23.0,1.0,2.0,2.0,13.5,117.39,16.0,59.26,7.67,36.0,53.0,0.0,11.0,4.0,2.0,6.0,8.83,0.0,0.0,30.56,28.0,52.83,6.0,Boundary Hitter,No Major Weakness Detected
Abidullah Kotwa,Austria,3,T20I,93.0,30.0,2.0,12.0,0.0,0.0,310.0,80.0,86.02,2.14,32.0,49.0,3.0,14.0,5.0,3.0,5.3,9.25,16.33,10.67,43.75,38.0,77.55,4.0,"Aggressive Batter, Boundary Hitter, Creates Pressure",Expensive Bowler
J Taanyanda,Namibia,3,T20I,165.0,118.0,13.0,8.0,2.0,82.5,139.83,100.0,60.61,5.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
Omid Rahimi,Belgium,3,T20I,75.0,43.0,8.0,4.0,2.0,37.5,174.42,56.0,74.67,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Consistent Batter, Boundary Hitter",No Major Weakness Detected
SC de Oliveira,Portugal,3,T20I,38.0,20.0,2.0,3.0,1.0,38.0,190.0,26.0,68.42,4.0,68.0,87.0,6.0,25.0,7.0,4.0,11.3,7.7,14.5,11.33,36.76,52.0,59.77,6.18,"Aggressive Batter, Consistent Batter, Boundary Hitter",No Major Weakness Detected
RR Naik,Singapore,3,T20I,31.0,19.0,0.0,3.0,2.0,15.5,163.16,18.0,58.06,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
A Khakimov,Uzbekistan,3,T20I,19.0,61.0,1.0,0.0,3.0,6.33,31.15,4.0,21.05,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Abdullah Shafique,Pakistan,3,T20I,41.0,39.0,4.0,1.0,2.0,20.5,105.13,22.0,53.66,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Usman Waheed,Kuwait,3,T20I,44.0,40.0,4.0,1.0,2.0,22.0,110.0,22.0,50.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Mohammad Ahsan,Kuwait,3,T20I,12.0,14.0,0.0,1.0,2.0,6.0,85.71,6.0,50.0,14.0,55.0,94.0,2.0,14.0,11.0,4.0,9.2,10.22,47.0,27.5,25.45,68.0,72.34,3.67,Developing Player,Expensive Bowler
E Bhonkar,Israel,3,T20I,8.0,17.0,0.0,0.0,3.0,2.67,47.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Y Divekar,Israel,3,T20I,13.0,18.0,0.0,1.0,2.0,6.5,72.22,6.0,46.15,18.0,12.0,32.0,0.0,1.0,2.0,3.0,2.0,16.0,0.0,0.0,8.33,26.0,81.25,2.4,Developing Player,Expensive Bowler
Arnav Manoj,Singapore,3,T20I,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
SKR Mallidi,Sweden,3,T20I,13.0,20.0,0.0,1.0,2.0,6.5,65.0,6.0,46.15,20.0,20.0,35.0,1.0,7.0,5.0,1.0,3.3,10.61,35.0,20.0,35.0,26.0,74.29,3.33,Developing Player,Expensive Bowler
Merwais Shinwari,Slovenia,3,T20I,12.0,24.0,0.0,1.0,2.0,6.0,50.0,6.0,50.0,24.0,47.0,61.0,3.0,17.0,4.0,3.0,7.8,7.82,20.33,15.67,36.17,34.0,55.74,6.71,Developing Player,No Major Weakness Detected
M Grzinic,Croatia,3,T20I,12.0,19.0,0.0,0.0,3.0,4.0,63.16,0.0,0.0,0.0,36.0,18.0,4.0,27.0,3.0,0.0,6.0,3.0,4.5,9.0,75.0,12.0,66.67,12.0,"Economical Bowler, Creates Pressure",No Major Weakness Detected
K Dasan,Bulgaria,3,T20I,8.0,14.0,0.0,0.0,3.0,2.67,57.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
RR Bastiansz,Malta,3,T20I,78.0,75.0,5.0,3.0,3.0,26.0,104.0,38.0,48.72,9.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
BAA Zammitt,Gibraltar,3,T20I,10.0,27.0,0.0,0.0,3.0,3.33,37.04,0.0,0.0,0.0,6.0,10.0,0.0,1.0,0.0,0.0,1.0,10.0,0.0,0.0,16.67,0.0,0.0,0.0,Developing Player,Expensive Bowler
U Tuychiev,Uzbekistan,3,T20I,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,30.0,1.0,3.0,2.0,2.0,2.2,13.64,30.0,13.0,23.08,20.0,66.67,3.25,Developing Player,Expensive Bowler
Rohit Sharma,Indonesia,3,T20I,131.0,76.0,14.0,7.0,3.0,43.67,172.37,98.0,74.81,3.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Consistent Batter, Boundary Hitter",No Major Weakness Detected
P Jirapatananukul,Thailand,3,T20I,3.0,11.0,0.0,0.0,2.0,1.5,27.27,0.0,0.0,0.0,43.0,42.0,3.0,20.0,3.0,2.0,7.2,5.83,14.0,14.33,46.51,24.0,57.14,8.6,"Economical Bowler, Creates Pressure",No Major Weakness Detected
A Amburose,Bahamas,3,T20I,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Danyal Akbar,Hungary,3,T20I,30.0,32.0,2.0,0.0,1.0,30.0,93.75,8.0,26.67,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Qateel Zabiullah,Switzerland,3,T20I,50.0,27.0,2.0,5.0,3.0,16.67,185.19,38.0,76.0,3.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
CR Suryawanshi,Singapore,3,T20I,4.0,8.0,0.0,0.0,2.0,2.0,50.0,0.0,0.0,0.0,13.0,13.0,1.0,4.0,1.0,0.0,2.2,5.91,13.0,13.0,30.77,4.0,30.77,13.0,Economical Bowler,No Major Weakness Detected
Inam-ul-Haq,Qatar,3,T20I,80.0,75.0,11.0,0.0,2.0,40.0,106.67,44.0,55.0,6.82,60.0,82.0,2.0,24.0,10.0,2.0,10.0,8.2,41.0,30.0,40.0,52.0,63.41,5.0,"Consistent Batter, Boundary Hitter, Creates Pressure",No Major Weakness Detected
Ibrahim Kursad Dalyan,Turkey,3,T20I,9.0,15.0,1.0,0.0,1.0,9.0,60.0,4.0,44.44,15.0,51.0,67.0,1.0,18.0,8.0,1.0,8.5,7.88,67.0,51.0,35.29,38.0,56.72,5.67,Developing Player,No Major Weakness Detected
K Gilham,Czech Republic,3,T20I,15.0,14.0,1.0,0.0,0.0,0.0,107.14,4.0,26.67,14.0,76.0,87.0,4.0,35.0,9.0,2.0,12.7,6.85,21.75,19.0,46.05,48.0,55.17,6.91,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Sherul Mehta,Belgium,3,T20I,60.0,97.0,6.0,0.0,3.0,20.0,61.86,24.0,40.0,16.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
K Moses,Belize,3,T20I,4.0,7.0,0.0,0.0,1.0,4.0,57.14,0.0,0.0,0.0,6.0,17.0,0.0,1.0,2.0,1.0,1.0,17.0,0.0,0.0,16.67,14.0,82.35,2.0,Developing Player,Expensive Bowler
R Broaster,Belize,3,T20I,3.0,7.0,0.0,0.0,1.0,3.0,42.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Riaz Afridi,Czech Republic,3,T20I,14.0,17.0,1.0,1.0,2.0,7.0,82.35,10.0,71.43,8.5,70.0,97.0,3.0,19.0,9.0,1.0,11.7,8.29,32.33,23.33,27.14,42.0,43.3,7.0,Boundary Hitter,No Major Weakness Detected
Akhter Pacha Sher,Norway,3,T20I,53.0,36.0,3.0,5.0,2.0,26.5,147.22,42.0,79.25,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
Farmanullah Ghari,Norway,3,T20I,15.0,10.0,0.0,2.0,3.0,5.0,150.0,12.0,80.0,5.0,61.0,56.0,4.0,33.0,4.0,3.0,10.2,5.49,14.0,15.25,54.1,34.0,60.71,8.71,"Aggressive Batter, Boundary Hitter, Economical Bowler, Creates Pressure",No Major Weakness Detected
JWP Stephan,Germany,3,T20I,22.0,31.0,1.0,0.0,3.0,7.33,70.97,4.0,18.18,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Abdulla Pervaiz,Bahrain,3,T20I,107.0,90.0,12.0,6.0,3.0,35.67,118.89,84.0,78.5,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
Muhammad Adil,Bahrain,3,T20I,65.0,31.0,5.0,5.0,2.0,32.5,209.68,50.0,76.92,3.1,42.0,61.0,3.0,11.0,4.0,3.0,7.0,8.71,20.33,14.0,26.19,34.0,55.74,6.0,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
Sameer Yousuf,Bahrain,3,T20I,17.0,7.0,0.0,2.0,1.0,17.0,242.86,12.0,70.59,3.5,69.0,96.0,2.0,22.0,3.0,7.0,11.5,8.35,48.0,34.5,31.88,54.0,56.25,6.9,"Aggressive Batter, Boundary Hitter",No Major Weakness Detected
Mohammad Hamza,Bahrain,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
A Kadowaki Fleming,Japan,3,T20I,127.0,80.0,10.0,2.0,2.0,63.5,158.75,52.0,40.94,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Aggressive Batter, Consistent Batter",No Major Weakness Detected
Paras Singh,Hong Kong,3,T20I,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,67.0,2.0,20.0,10.0,2.0,7.5,8.93,33.5,22.5,44.44,52.0,77.61,3.75,Creates Pressure,No Major Weakness Detected
Zain Ali,Italy,3,T20I,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,49.0,45.0,4.0,25.0,5.0,1.0,8.2,5.49,11.25,12.25,51.02,26.0,57.78,8.17,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Rashad Al Balushi,Oman,3,T20I,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,0.0,0.0,1.0,0.0,0.7,10.0,0.0,0.0,0.0,4.0,57.14,4.0,Developing Player,Expensive Bowler
H Hajnic,Croatia,3,T20I,3.0,47.0,0.0,0.0,1.0,3.0,6.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
D Faletar,Croatia,3,T20I,4.0,15.0,1.0,0.0,2.0,2.0,26.67,4.0,100.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Boundary Hitter,No Major Weakness Detected
A Faletar,Croatia,3,T20I,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
Zain Asif,Bulgaria,3,T20I,75.0,53.0,6.0,6.0,2.0,37.5,141.51,60.0,80.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Consistent Batter, Boundary Hitter",No Major Weakness Detected
Murat Ipek,Turkey,3,T20I,1.0,2.0,0.0,0.0,1.0,1.0,50.0,0.0,0.0,0.0,8.0,4.0,0.0,4.0,0.0,0.0,1.3,3.08,0.0,0.0,50.0,0.0,0.0,0.0,"Economical Bowler, Creates Pressure",No Major Weakness Detected
Muhammet Kursat,Turkey,3,T20I,0.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,39.0,2.0,19.0,1.0,3.0,5.8,6.72,19.5,17.5,54.29,22.0,56.41,8.75,"Economical Bowler, Creates Pressure",No Major Weakness Detected
A Daxini,Croatia,3,T20I,11.0,24.0,1.0,0.0,3.0,3.67,45.83,4.0,36.36,24.0,11.0,24.0,0.0,1.0,1.0,2.0,1.8,13.33,0.0,0.0,9.09,16.0,66.67,3.67,Developing Player,Expensive Bowler
L Stubbs,Croatia,3,T20I,2.0,24.0,0.0,0.0,3.0,0.67,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Developing Player,No Major Weakness Detected
FN Walsh,Philippines,3,T20I,4.0,7.0,0.0,0.0,1.0,4.0,57.14,0.0,0.0,0.0,50.0,86.0,5.0,18.0,8.0,5.0,8.3,10.36,17.2,10.0,36.0,62.0,72.09,3.85,Developing Player,Expensive Bowler
Shiva Mani,Slovenia,3,T20I,6.0,8.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,0.0,18.0,43.0,1.0,3.0,4.0,3.0,3.0,14.33,43.0,18.0,16.67,34.0,79.07,2.57,Developing Player,Expensive Bowler
Dilum Fernando,Romania,3,T20I,18.0,17.0,2.0,0.0,1.0,18.0,105.88,8.0,44.44,8.5,56.0,63.0,5.0,24.0,4.0,3.0,9.3,6.77,12.6,11.2,42.86,34.0,53.97,8.0,"Economical Bowler, Creates Pressure",No Major Weakness Detected
