player,runs,balls,fours,sixes,outs,format,average,strike_rate,boundary_runs,boundary_percent,balls_per_boundary
ME Trescothick,166,135,23,1,3,T20I,55.33,122.96,98,59.04,5.62
ED Silva,166,93,10,15,7,T20I,23.71,178.49,130,78.31,3.72
AL Phehlukwayo,166,159,16,5,18,T20I,9.22,104.4,94,56.63,7.57
Mohammad Naveed,165,139,16,7,12,T20I,13.75,118.71,106,64.24,6.04
Umar Gul,165,166,11,10,16,T20I,10.31,99.4,104,63.03,7.9
AWJ Auguste,165,128,11,11,7,T20I,23.57,128.91,110,66.67,5.82
A Bagai,165,157,14,0,3,T20I,55.0,105.1,56,33.94,11.21
T Taibu,165,159,11,2,6,T20I,27.5,103.77,56,33.94,12.23
J Taanyanda,165,118,13,8,2,T20I,82.5,139.83,100,60.61,5.62
K Krishnakumar,164,157,9,7,8,T20I,20.5,104.46,78,47.56,9.81
Waqas Khan,164,195,6,5,10,T20I,16.4,84.1,54,32.93,17.73
BS Stephenson,164,145,11,9,8,T20I,20.5,113.1,98,59.76,7.25
Waqar Zalmai,164,138,10,11,12,T20I,13.67,118.84,106,64.63,6.57
M Vandrasi,164,162,17,1,6,T20I,27.33,101.23,74,45.12,9.0
AU Rashid,163,192,13,1,20,T20I,8.15,84.9,58,35.58,13.71
Kulwinderjeet Singh,163,119,18,9,8,T20I,20.38,136.97,126,77.3,4.41
Sageer Ahmad,162,155,20,6,6,T20I,27.0,104.52,116,71.6,5.96
JS Kundi,162,174,10,6,15,T20I,10.8,93.1,76,46.91,10.88
Khaibar Deldar,162,153,17,7,12,T20I,13.5,105.88,110,67.9,6.38
DP Michael,162,148,12,7,4,T20I,40.5,109.46,90,55.56,7.79
Irfan Safi,162,142,11,11,10,T20I,16.2,114.08,110,67.9,6.45
Zaid Ahmad,162,167,9,6,10,T20I,16.2,97.01,72,44.44,11.13
Waqas Ahmad,161,105,10,12,8,T20I,20.12,153.33,112,69.57,4.77
H Davids,161,138,18,4,9,T20I,17.89,116.67,96,59.63,6.27
G Chohan,161,181,13,3,14,T20I,11.5,88.95,70,43.48,11.31
LA Burns,161,151,15,2,9,T20I,17.89,106.62,72,44.72,8.88
Rohit Kumar,161,147,20,6,11,T20I,14.64,109.52,116,72.05,5.65
Tarun Sharma,161,178,12,6,15,T20I,10.73,90.45,84,52.17,9.89
Mansoor Safi,161,82,12,13,9,T20I,17.89,196.34,126,78.26,3.28
A Dhabe,161,177,8,6,7,T20I,23.0,90.96,68,42.24,12.64
AA Jangoo,160,129,16,8,4,T20I,40.0,124.03,112,70.0,5.38
Syed Haider,160,154,10,6,9,T20I,17.78,103.9,76,47.5,9.62
NA Rock,160,156,13,3,15,T20I,10.67,102.56,70,43.75,9.75
JP Faulkner,159,143,7,5,10,T20I,15.9,111.19,58,36.48,11.92
P Thongsa,159,231,9,0,12,T20I,13.25,68.83,36,22.64,25.67
Bilal Muhammad,159,90,7,12,8,T20I,19.88,176.67,100,62.89,4.74
Rizwan Mahmood,158,136,10,6,9,T20I,17.56,116.18,76,48.1,8.5
R Nath,158,188,12,6,10,T20I,15.8,84.04,84,53.16,10.44
MP Breetzke,158,142,14,6,11,T20I,14.36,111.27,92,58.23,7.1
Abdul Shakoor,158,192,12,1,10,T20I,15.8,82.29,54,34.18,14.77
M Beitaki,158,175,11,8,14,T20I,11.29,90.29,92,58.23,9.21
LI Salomone,158,168,22,4,13,T20I,12.15,94.05,112,70.89,6.46
JL Ontong,158,111,6,11,10,T20I,15.8,142.34,90,56.96,6.53
R Davson,157,213,15,3,12,T20I,13.08,73.71,78,49.68,11.83
R Sharma,157,110,11,9,3,T20I,52.33,142.73,98,62.42,5.5
JM Vujinovich,157,254,10,1,11,T20I,14.27,61.81,46,29.3,23.09
S Koppolu,157,157,15,4,11,T20I,14.27,100.0,84,53.5,8.26
N Senamontree,157,272,5,0,18,T20I,8.72,57.72,20,12.74,54.4
Raja Shoaib,157,178,15,2,5,T20I,31.4,88.2,72,45.86,10.47
Zawar Farid,157,123,11,8,10,T20I,15.7,127.64,92,58.6,6.47
Jai Sinh,156,146,9,10,11,T20I,14.18,106.85,96,61.54,7.68
H Kaushik,156,122,4,12,9,T20I,17.33,127.87,88,56.41,7.62
S Kharvi,156,183,9,8,16,T20I,9.75,85.25,84,53.85,10.76
Tanwir Afzal,156,134,6,11,11,T20I,14.18,116.42,90,57.69,7.88
PJ Cummins,155,127,11,7,12,T20I,12.92,122.05,86,55.48,7.06
JD Allan,155,180,13,2,15,T20I,10.33,86.11,64,41.29,12.0
SB Patel,155,150,12,9,12,T20I,12.92,103.33,102,65.81,7.14
SP Narine,155,149,13,5,14,T20I,11.07,104.03,82,52.9,8.28
Amandeep Singh,154,126,14,4,8,T20I,19.25,122.22,80,51.95,7.0
Wahab Riaz,154,124,10,7,11,T20I,14.0,124.19,82,53.25,7.29
Muhammad Nadir,153,215,10,5,16,T20I,9.56,71.16,70,45.75,14.33
GK Berg,153,124,11,6,7,T20I,21.86,123.39,80,52.29,7.29
A Kainessie,153,171,16,2,11,T20I,13.91,89.47,76,49.67,9.5
S Conteh,153,243,11,1,17,T20I,9.0,62.96,50,32.68,20.25
S Crowie,152,212,15,1,5,T20I,30.4,71.7,66,43.42,13.25
MJG Rippon,152,137,11,3,5,T20I,30.4,110.95,62,40.79,9.79
SW Poynter,152,147,12,4,11,T20I,13.82,103.4,72,47.37,9.19
PWA Mulder,152,149,11,6,10,T20I,15.2,102.01,80,52.63,8.76
RG Aga,152,134,14,2,9,T20I,16.89,113.43,68,44.74,8.38
Naeem Gull,152,183,21,2,9,T20I,16.89,83.06,96,63.16,7.96
Waseem Yaqoob,151,208,13,4,12,T20I,12.58,72.6,76,50.33,12.24
SO Tikolo,151,129,18,3,7,T20I,21.57,117.05,90,59.6,6.14
HD Rutherford,151,107,12,9,7,T20I,21.57,141.12,102,67.55,5.1
Ghulam Abbas Butt,151,136,18,5,13,T20I,11.62,111.03,102,67.55,5.91
V Sukumaran,151,131,15,7,8,T20I,18.88,115.27,102,67.55,5.95
JA Clarkson,151,118,10,7,6,T20I,25.17,127.97,82,54.3,6.94
Khin Aye,151,345,7,3,21,T20I,7.19,43.77,46,30.46,34.5
NM Coulter-Nile,150,122,10,10,11,T20I,13.64,122.95,100,66.67,6.1
W Maximo,150,222,12,0,14,T20I,10.71,67.57,48,32.0,18.5
TKP Rajapaksha,150,213,17,1,12,T20I,12.5,70.42,74,49.33,11.83
Adnan Ilyas,150,149,11,3,8,T20I,18.75,100.67,62,41.33,10.64
NN Odhiambo,150,155,19,2,13,T20I,11.54,96.77,88,58.67,7.38
Ghulam Shabber,150,136,17,3,6,T20I,25.0,110.29,86,57.33,6.8
A Otwani,150,157,19,2,12,T20I,12.5,95.54,88,58.67,7.48
Taher Muhammad,150,223,10,3,14,T20I,10.71,67.26,58,38.67,17.15
Bakhtiar Tahiri,149,155,13,6,5,T20I,29.8,96.13,88,59.06,8.16
N Pathan,149,132,10,7,6,T20I,24.83,112.88,82,55.03,7.76
Aamir Lal,149,128,7,9,7,T20I,21.29,116.41,82,55.03,8.0
Muhammed Manga,149,198,8,4,7,T20I,21.29,75.25,56,37.58,16.5
Dawood Ahmadzai,148,188,13,1,14,T20I,10.57,78.72,58,39.19,13.43
AN Kervezee,148,149,10,1,6,T20I,24.67,99.33,46,31.08,13.55
Muhammad Farooq,148,111,17,9,6,T20I,24.67,133.33,122,82.43,4.27
Amar Sharma,148,187,6,2,11,T20I,13.45,79.14,36,24.32,23.38
M Machado,148,134,13,5,9,T20I,16.44,110.45,82,55.41,7.44
S Ashwathnarayana,148,104,9,9,3,T20I,49.33,142.31,90,60.81,5.78
H Venkataram,148,134,12,5,2,T20I,74.0,110.45,78,52.7,7.88
Mohameed Taiwo,148,205,9,3,18,T20I,8.22,72.2,54,36.49,17.08
J Chialoufas,147,149,11,4,8,T20I,18.38,98.66,68,46.26,9.93
TK Joseph,147,168,7,5,18,T20I,8.17,87.5,58,39.46,14.0
CR Woakes,147,121,9,7,8,T20I,18.38,121.49,78,53.06,7.56
Kalhan Challu,147,112,10,3,4,T20I,36.75,131.25,58,39.46,8.62
Muhammad Younis,147,143,15,5,11,T20I,13.36,102.8,90,61.22,7.15
C Pengkumta,147,216,8,5,17,T20I,8.65,68.06,62,42.18,16.62
Rasheed Ali Mamadkhel,147,131,10,8,11,T20I,13.36,112.21,88,59.86,7.28
Fayyaz Butt,147,149,11,4,9,T20I,16.33,98.66,68,46.26,9.93
HR Walsh,147,151,9,5,9,T20I,16.33,97.35,66,44.9,10.79
Hasan Ali,147,94,7,12,11,T20I,13.36,156.38,100,68.03,4.95
M Choamba,147,213,7,3,14,T20I,10.5,69.01,46,31.29,21.3
O Bascome,146,146,11,8,11,T20I,13.27,100.0,92,63.01,7.68
D Wheatley,146,186,10,4,16,T20I,9.12,78.49,64,43.84,13.29
Usman Arif,146,83,6,15,10,T20I,14.6,175.9,114,78.08,3.95
ZB Lion-Cachet,146,139,9,4,12,T20I,12.17,105.04,60,41.1,10.69
Mandeep Singh,146,129,14,2,5,T20I,29.2,113.18,68,46.58,8.06
MFI Assuncao,144,188,10,3,17,T20I,8.47,76.6,58,40.28,14.46
S Heath,144,88,14,8,3,T20I,48.0,163.64,104,72.22,4.0
G Manan,143,98,15,10,12,T20I,11.92,145.92,120,83.92,3.92
M Klinger,143,116,12,2,3,T20I,47.67,123.28,60,41.96,8.29
Maidul Islam,143,159,13,4,8,T20I,17.88,89.94,76,53.15,9.35
Aayan Afzal Khan,142,162,9,2,10,T20I,14.2,87.65,48,33.8,14.73
Salvin Stanly,142,158,13,3,15,T20I,9.47,89.87,70,49.3,9.88
Shahid Arshad,142,193,12,3,14,T20I,10.14,73.58,66,46.48,12.87
Umar Amin,142,128,15,4,9,T20I,15.78,110.94,84,59.15,6.74
L Bonner,142,125,12,6,9,T20I,15.78,113.6,84,59.15,6.94
Rizwan Cheema,141,131,11,9,15,T20I,9.4,107.63,98,69.5,6.55
Asghar Ali Khan,141,68,17,7,2,T20I,70.5,207.35,110,78.01,2.83
T Wangchuk,141,199,8,3,23,T20I,6.13,70.85,50,35.46,18.09
A Mutreja,141,110,9,8,7,T20I,20.14,128.18,84,59.57,6.47
L Denny,141,147,10,1,9,T20I,15.67,95.92,46,32.62,13.36
Shubham Ranjane,141,82,9,8,2,T20I,70.5,171.95,84,59.57,4.82
C Hinze,140,141,11,2,11,T20I,12.73,99.29,56,40.0,10.85
DB Loic,139,148,11,1,15,T20I,9.27,93.92,50,35.97,12.33
Sahel Zadran,139,114,13,6,12,T20I,11.58,121.93,88,63.31,6.0
Sulaiman Ali,139,142,12,4,9,T20I,15.44,97.89,72,51.8,8.88
M Dale-Bradley,139,125,12,3,10,T20I,13.9,111.2,66,47.48,8.33
AC Voges,139,116,8,2,2,T20I,69.5,119.83,44,31.65,11.6
C Wright,139,182,5,3,15,T20I,9.27,76.37,38,27.34,22.75
Wahidullah Usmani,138,146,14,2,6,T20I,23.0,94.52,68,49.28,9.12
IJL Trott,138,149,9,3,6,T20I,23.0,92.62,54,39.13,12.42
P Manning,138,212,10,1,11,T20I,12.55,65.09,46,33.33,19.27
Anique Uddin,137,174,8,1,10,T20I,13.7,78.74,38,27.74,19.33
Basir Ahamad,137,103,11,4,3,T20I,45.67,133.01,68,49.64,6.87
Yusuf Ebrahim,137,199,8,0,14,T20I,9.79,68.84,32,23.36,24.88
KD Mills,137,125,11,5,11,T20I,12.45,109.6,74,54.01,7.81
MW Forde,137,96,11,9,9,T20I,15.22,142.71,98,71.53,4.8
A Davidson Soler,137,130,11,1,5,T20I,27.4,105.38,50,36.5,10.83
DN Wellalage,137,125,15,3,7,T20I,19.57,109.6,78,56.93,6.94
T Whiteman,136,121,14,4,5,T20I,27.2,112.4,80,58.82,6.72
PA van Meekeren,136,126,9,6,16,T20I,8.5,107.94,72,52.94,8.4
J Dzulfikar,136,185,14,2,12,T20I,11.33,73.51,68,50.0,11.56
SL Malinga,136,164,9,5,20,T20I,6.8,82.93,66,48.53,11.71
YP Dayal,136,164,4,3,10,T20I,13.6,82.93,34,25.0,23.43
A Dutt,136,133,9,4,10,T20I,13.6,102.26,60,44.12,10.23
TN de Grooth,136,131,14,1,6,T20I,22.67,103.82,62,45.59,8.73
DB Lakhani,135,129,12,6,9,T20I,15.0,104.65,84,62.22,7.17
RJ Hatchman,135,99,9,8,11,T20I,12.27,136.36,84,62.22,5.82
M Koli,135,127,10,2,8,T20I,16.88,106.3,52,38.52,10.58
Abbas Afridi,135,119,10,10,11,T20I,12.27,113.45,100,74.07,5.95
AR McBrine,134,110,10,4,8,T20I,16.75,121.82,64,47.76,7.86
OD Hald,134,116,9,5,10,T20I,13.4,115.52,66,49.25,8.29
A Prashar,134,85,8,9,8,T20I,16.75,157.65,86,64.18,5.0
PD Hennessy,134,149,6,4,7,T20I,19.14,89.93,48,35.82,14.9
PF Gallagher,133,110,12,8,14,T20I,9.5,120.91,96,72.18,5.5
NJ Ferraby,133,138,19,0,13,T20I,10.23,96.38,76,57.14,7.26
Rahel Khan,133,103,12,8,6,T20I,22.17,129.13,96,72.18,5.15
CH Morris,133,106,12,5,9,T20I,14.78,125.47,78,58.65,6.24
VR Iyer,133,88,15,5,4,T20I,33.25,151.14,90,67.67,4.4
SB Wagh,133,170,10,1,7,T20I,19.0,78.24,46,34.59,15.45
OJ Webster,132,101,14,5,6,T20I,22.0,130.69,86,65.15,5.32
Shaof Hassan,132,106,10,7,7,T20I,18.86,124.53,82,62.12,6.24
AR Bisht,132,145,6,3,6,T20I,22.0,91.03,42,31.82,16.11
Ijaz Hussain,132,160,13,1,14,T20I,9.43,82.5,58,43.94,11.43
Abdul Hashim,131,163,10,2,11,T20I,11.91,80.37,52,39.69,13.58
S Tosic,131,251,8,0,11,T20I,11.91,52.19,32,24.43,31.38
R Panchal,131,187,3,4,6,T20I,21.83,70.05,36,27.48,26.71
JM Sharma,131,90,11,7,7,T20I,18.71,145.56,86,65.65,5.0
Rohit Sharma,131,76,14,7,3,T20I,43.67,172.37,98,74.81,3.62
Tanzeel Sheikh,131,92,11,8,9,T20I,14.56,142.39,92,70.23,4.84
V Hirlal,130,203,11,2,11,T20I,11.82,64.04,56,43.08,15.62
Naeem Islam,130,119,8,7,9,T20I,14.44,109.24,74,56.92,7.93
JL Smith,130,68,9,10,5,T20I,26.0,191.18,96,73.85,3.58
Adnan Mirza,130,105,22,2,9,T20I,14.44,123.81,100,76.92,4.38
Aslan Jafri,130,125,11,3,12,T20I,10.83,104.0,62,47.69,8.93
S Pillai,130,200,15,2,9,T20I,14.44,65.0,72,55.38,11.76
AS Joseph,129,130,9,5,8,T20I,16.12,99.23,66,51.16,9.29
K Tathgur,129,118,5,8,7,T20I,18.43,109.32,68,52.71,9.08
D Jakiel,129,182,7,1,10,T20I,12.9,70.88,34,26.36,22.75
Tashi Phuntsho,129,201,4,1,9,T20I,14.33,64.18,22,17.05,40.2
Mudassar Bukhari,129,125,8,3,12,T20I,10.75,103.2,50,38.76,11.36
G Coetzee,128,96,10,7,11,T20I,11.64,133.33,82,64.06,5.65
N Salekar,128,157,6,1,11,T20I,11.64,81.53,30,23.44,22.43
Ashfaq Ahmed,128,112,16,4,10,T20I,12.8,114.29,88,68.75,5.6
G Sesay,128,211,4,5,15,T20I,8.53,60.66,46,35.94,23.44
Jakob Gul,128,105,6,9,11,T20I,11.64,121.9,78,60.94,7.0
K Sathish,128,135,13,2,8,T20I,16.0,94.81,64,50.0,9.0
F Stoman,128,177,5,4,9,T20I,14.22,72.32,44,34.38,19.67
BOP Fernando,128,120,11,4,4,T20I,32.0,106.67,68,53.12,8.0
J Trembeath-Moro,128,153,10,3,5,T20I,25.6,83.66,58,45.31,11.77
A Kadowaki Fleming,127,80,10,2,2,T20I,63.5,158.75,52,40.94,6.67
Ayaz Dadabhai,127,126,6,5,8,T20I,15.88,100.79,54,42.52,11.45
Mohammad Mithun,127,138,10,4,12,T20I,10.58,92.03,64,50.39,9.86
BC Fortuin,127,118,14,2,10,T20I,12.7,107.63,68,53.54,7.38
PG Fulton,127,145,7,6,11,T20I,11.55,87.59,64,50.39,11.15
MJ Prior,127,106,11,5,6,T20I,21.17,119.81,74,58.27,6.62
TK Musakanda,127,110,10,2,9,T20I,14.11,115.45,52,40.94,9.17
P Jayeshbhai Patel,127,178,16,2,11,T20I,11.55,71.35,76,59.84,9.89
CK Coventry,127,90,14,6,10,T20I,12.7,141.11,92,72.44,4.5
DVD Madampage,126,160,9,5,13,T20I,9.69,78.75,66,52.38,11.43
DAJ Bracewell,126,96,6,9,6,T20I,21.0,131.25,78,61.9,6.4
M Bhatia,126,94,9,9,9,T20I,14.0,134.04,90,71.43,5.22
AJ Redmond,126,84,19,2,6,T20I,21.0,150.0,88,69.84,4.0
GG Alta,126,151,7,6,11,T20I,11.45,83.44,64,50.79,11.62
Waqar Ul Hassan,125,113,9,5,4,T20I,31.25,110.62,66,52.8,8.07
C Sudarsanan,125,178,9,1,11,T20I,11.36,70.22,42,33.6,17.8
Sajid Liaqat,125,85,4,11,7,T20I,17.86,147.06,82,65.6,5.67
E Duff,125,211,12,0,12,T20I,10.42,59.24,48,38.4,17.58
PJ van Biljon,125,102,10,4,6,T20I,20.83,122.55,64,51.2,7.29
LJ Barker,125,136,17,0,13,T20I,9.62,91.91,68,54.4,8.0
LC Le Tissier,125,99,16,3,7,T20I,17.86,126.26,82,65.6,5.21
JL Denly,125,119,15,1,10,T20I,12.5,105.04,66,52.8,7.44
Waheed Ahmed,124,109,6,9,6,T20I,20.67,113.76,78,62.9,7.27
JF Smith,124,104,13,2,6,T20I,20.67,119.23,64,51.61,6.93
RJ Peterson,124,114,13,2,8,T20I,15.5,108.77,64,51.61,7.6
Washeem Abbas,124,107,8,8,15,T20I,8.27,115.89,80,64.52,6.69
Shashikant Laxman,124,134,18,2,14,T20I,8.86,92.54,84,67.74,6.7
KH Pandya,124,98,8,6,5,T20I,24.8,126.53,68,54.84,7.0
KDA Lukies,124,125,8,4,7,T20I,17.71,99.2,56,45.16,10.42
Dipanjan Dey,124,95,8,3,2,T20I,62.0,130.53,50,40.32,8.64
MB Tambe,124,174,6,2,14,T20I,8.86,71.26,36,29.03,21.75
Muhammad Moiz,124,101,11,7,14,T20I,8.86,122.77,86,69.35,5.61
JOP Scamans,124,131,8,1,11,T20I,11.27,94.66,38,30.65,14.56
Muhammad Arfan,123,119,9,3,6,T20I,20.5,103.36,54,43.9,9.92
D Klein,123,101,10,5,12,T20I,10.25,121.78,70,56.91,6.73
J Little,123,144,10,3,8,T20I,15.38,85.42,58,47.15,11.08
MJ Scotland,123,126,9,2,3,T20I,41.0,97.62,48,39.02,11.45
AD Mascarenhas,123,107,8,5,7,T20I,17.57,114.95,62,50.41,8.23
AJ Jabiri,122,220,11,1,15,T20I,8.13,55.45,50,40.98,18.33
Umair Tariq,122,122,11,2,11,T20I,11.09,100.0,56,45.9,9.38
N Zimonjic,122,132,9,6,16,T20I,7.62,92.42,72,59.02,8.8
Mohammad Aadil Alam,122,96,8,7,8,T20I,15.25,127.08,74,60.66,6.4
ROC Dunka,122,136,5,4,12,T20I,10.17,89.71,44,36.07,15.11
DT Tiripano,122,134,6,5,7,T20I,17.43,91.04,54,44.26,12.18
KM Jadhav,122,102,12,3,5,T20I,24.4,119.61,66,54.1,6.8
Mohammad Kamran,122,118,10,3,8,T20I,15.25,103.39,58,47.54,9.08
S Ravikumar,122,201,6,2,11,T20I,11.09,60.7,36,29.51,25.12
K Piet,122,164,6,1,15,T20I,8.13,74.39,30,24.59,23.43
Sultan Ahmed,122,124,7,4,16,T20I,7.62,98.39,52,42.62,11.27
Vineet Shah,122,144,10,1,7,T20I,17.43,84.72,46,37.7,13.09
Ismaila Tanba,121,108,16,3,6,T20I,20.17,112.04,82,67.77,5.68
AE Isesele,121,136,8,4,13,T20I,9.31,88.97,56,46.28,11.33
TH Tector,121,86,16,4,7,T20I,17.29,140.7,88,72.73,4.3
TJG Pringle,121,126,5,5,12,T20I,10.08,96.03,50,41.32,12.6
H Khogiyani,121,81,9,9,7,T20I,17.29,149.38,90,74.38,4.5
Farzan Afzal,121,124,8,6,3,T20I,40.33,97.58,68,56.2,8.86
C Greenshields,121,115,11,3,3,T20I,40.33,105.22,62,51.24,8.21
M Vijay,121,119,11,5,8,T20I,15.12,101.68,74,61.16,7.44
K Mendon,121,125,9,3,5,T20I,24.2,96.8,54,44.63,10.42
Muhammad Soban,121,103,15,1,2,T20I,60.5,117.48,66,54.55,6.44
DL Brangman,120,125,9,2,7,T20I,17.14,96.0,48,40.0,11.36
Mohammad Boota,120,109,9,4,7,T20I,17.14,110.09,60,50.0,8.38
RJ Ainsworth,120,131,10,3,3,T20I,40.0,91.6,58,48.33,10.08
C Kyewuta,120,111,9,4,9,T20I,13.33,108.11,60,50.0,8.54
GC Murtaza,120,138,10,4,13,T20I,9.23,86.96,64,53.33,9.86
Yasir Ali Chowdhury,120,86,11,5,7,T20I,17.14,139.53,74,61.67,5.38
DR Martyn,120,77,11,5,4,T20I,30.0,155.84,74,61.67,4.81
Akhil Arjunan,120,137,7,1,8,T20I,15.0,87.59,34,28.33,17.12
Danyal Raja,119,136,11,1,10,T20I,11.9,87.5,50,42.02,11.33
CJ Langford,119,116,9,3,4,T20I,29.75,102.59,54,45.38,9.67
RGA Amah,119,176,10,1,9,T20I,13.22,67.61,46,38.66,16.0
S Loday,119,157,7,0,8,T20I,14.88,75.8,28,23.53,22.43
Imrul Kayes,119,141,14,3,10,T20I,11.9,84.4,74,62.18,8.29
CA Soper,119,147,6,2,9,T20I,13.22,80.95,36,30.25,18.38
Waqar Khan,118,122,8,6,12,T20I,9.83,96.72,68,57.63,8.71
JE Taylor,118,95,10,6,8,T20I,14.75,124.21,76,64.41,5.94
LA Musiani,118,122,7,1,9,T20I,13.11,96.72,34,28.81,15.25
Mujeeb-ur-Rehman,118,135,10,0,9,T20I,13.11,87.41,40,33.9,13.5
DT Christian,118,96,7,6,8,T20I,14.75,122.92,64,54.24,7.38
Sohel Patel,118,126,13,0,9,T20I,13.11,93.65,52,44.07,9.69
H Satheedevi,118,86,9,8,7,T20I,16.86,137.21,84,71.19,5.06
SCJ Broad,118,119,7,3,15,T20I,7.87,99.16,46,38.98,11.9
Marcelle Hanekom,118,136,13,1,8,T20I,14.75,86.76,58,49.15,9.71
J Byrappa,118,127,6,4,7,T20I,16.86,92.91,48,40.68,12.7
KS Bagabena,117,142,5,1,10,T20I,11.7,82.39,26,22.22,23.67
Abdul Rahman,117,119,9,1,5,T20I,23.4,98.32,42,35.9,11.9
Gurpreet Singh,117,137,8,1,6,T20I,19.5,85.4,38,32.48,15.22
PVD Chameera,117,158,9,1,23,T20I,5.09,74.05,42,35.9,15.8
WA Simpson,117,89,7,6,3,T20I,39.0,131.46,64,54.7,6.85
JEA Doctora,117,148,9,4,9,T20I,13.0,79.05,60,51.28,11.38
DT Johnston,116,98,5,5,7,T20I,16.57,118.37,50,43.1,9.8
Shahzaib Hasan,116,133,13,3,10,T20I,11.6,87.22,70,60.34,8.31
Mohammad Khan Rafah,116,82,5,10,7,T20I,16.57,141.46,80,68.97,5.47
Khalid Shah,116,109,10,6,6,T20I,19.33,106.42,76,65.52,6.81
Huzaifa Mohammed,116,158,3,1,5,T20I,23.2,73.42,18,15.52,39.5
Amir Khan,116,116,8,2,6,T20I,19.33,100.0,44,37.93,11.6
DE Roache,115,103,9,8,6,T20I,19.17,111.65,84,73.04,6.06
R Mupfudza,115,128,9,3,4,T20I,28.75,89.84,54,46.96,10.67
AJ Ayannaike,115,153,9,3,17,T20I,6.76,75.16,54,46.96,12.75
C Bosch,115,112,9,2,9,T20I,12.78,102.68,48,41.74,10.18
Fitri Sham,115,125,4,7,14,T20I,8.21,92.0,58,50.43,11.36
J Fraser-McGurk,115,88,16,3,8,T20I,14.38,130.68,82,71.3,4.63
NK Patel,115,110,9,2,6,T20I,19.17,104.55,48,41.74,10.0
Eric Phiri,115,138,15,2,9,T20I,12.78,83.33,72,62.61,8.12
GM Ntambalika,115,105,7,4,6,T20I,19.17,109.52,52,45.22,9.55
Suraj Kumar,114,104,10,3,8,T20I,14.25,109.62,58,50.88,8.0
Naim Stanikzai,114,83,10,6,2,T20I,57.0,137.35,76,66.67,5.19
F Akankwasa,114,119,12,2,12,T20I,9.5,95.8,60,52.63,8.5
JC Archer,114,84,8,7,10,T20I,11.4,135.71,74,64.91,5.6
Asif Bevinje,114,102,12,4,7,T20I,16.29,111.76,72,63.16,6.38
Mohammed Irshad,114,109,4,8,9,T20I,12.67,104.59,64,56.14,9.08
HA Chohan,113,75,8,7,9,T20I,12.56,150.67,74,65.49,5.0
CT Mutombodzi,113,124,8,2,10,T20I,11.3,91.13,44,38.94,12.4
DL Maddy,113,80,12,3,3,T20I,37.67,141.25,66,58.41,5.33
Jaskaran Singh,113,67,7,8,5,T20I,22.6,168.66,76,67.26,4.47
I Tchakou,113,177,14,1,19,T20I,5.95,63.84,62,54.87,11.8
HK Kukreja,113,119,12,0,6,T20I,18.83,94.96,48,42.48,9.92
AP Devcich,111,81,17,2,4,T20I,27.75,137.04,80,72.07,4.26
J Baleicikoibia,111,169,8,2,10,T20I,11.1,65.68,44,39.64,16.9
Zabiullah Zahid,111,57,7,10,5,T20I,22.2,194.74,88,79.28,3.35
M Kadyan,111,95,11,6,7,T20I,15.86,116.84,80,72.07,5.59
SJ French,110,140,5,5,9,T20I,12.22,78.57,50,45.45,14.0
M Theekshana,110,180,7,2,23,T20I,4.78,61.11,40,36.36,20.0
Robert Raina,110,119,13,3,9,T20I,12.22,92.44,70,63.64,7.44
SP Fleming,110,87,20,0,5,T20I,22.0,126.44,80,72.73,4.35
AJ Turner,110,133,4,2,9,T20I,12.22,82.71,28,25.45,22.17
Anwar Ali,109,77,6,6,7,T20I,15.57,141.56,60,55.05,6.42
Haris Rauf,109,111,8,5,13,T20I,8.38,98.2,62,56.88,8.54
JNK Shannon,109,84,12,5,7,T20I,15.57,129.76,78,71.56,4.94
Naveed Ahmed,109,124,11,1,6,T20I,18.17,87.9,50,45.87,10.33
MG Johnson,109,97,8,3,9,T20I,12.11,112.37,50,45.87,8.82
K Suttisan,109,86,11,5,6,T20I,18.17,126.74,74,67.89,5.38
V Shaw,109,145,7,4,10,T20I,10.9,75.17,52,47.71,13.18
C Forbes,109,143,15,1,9,T20I,12.11,76.22,66,60.55,8.94
J Albin,109,142,11,0,4,T20I,27.25,76.76,44,40.37,12.91
Harbhajan Singh,108,94,11,4,8,T20I,13.5,114.89,68,62.96,6.27
Ahmed Raza,108,136,3,5,10,T20I,10.8,79.41,42,38.89,17.0
M Sohel Patel,108,113,10,5,12,T20I,9.0,95.58,70,64.81,7.53
LV van Beek,108,137,4,1,14,T20I,7.71,78.83,22,20.37,27.4
G Bakiweyem,108,138,4,0,12,T20I,9.0,78.26,16,14.81,34.5
N Acawei,108,137,7,5,9,T20I,12.0,78.83,58,53.7,11.42
Firas Hussain,108,106,13,1,7,T20I,15.43,101.89,58,53.7,7.57
Zeeshan Sarwar,107,72,4,9,3,T20I,35.67,148.61,70,65.42,5.54
SC van Schalkwyk,107,98,8,3,5,T20I,21.4,109.18,50,46.73,8.91
AJ Staal,107,79,7,7,7,T20I,15.29,135.44,70,65.42,5.64
CP Turkich,107,191,7,0,9,T20I,11.89,56.02,28,26.17,27.29
Ethan D'Souza,107,103,10,1,7,T20I,15.29,103.88,46,42.99,9.36
F Baleri,107,136,9,0,6,T20I,17.83,78.68,36,33.64,15.11
G Van Heerden,107,60,8,7,0,T20I,,178.33,74,69.16,4.0
P Sarraf,107,121,14,4,12,T20I,8.92,88.43,80,74.77,6.72
